fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	num_iterations	early_stopping_rounds	force_row_wise	max_bin	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	gleaf_size	gnum_leaves	acumulaciones	pos_ratio_actual	gan_validate	gan_test	pos_ratio_acum	gan_validate_acum	gan_test_acum	iteracion_bayesiana
20211130 202845	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	553.4	392	TRUE	31	0.020726179039483	0.172223997903871	10	11084	99.277859935388	0.516697767193869	10	0.036456528834325	6284625	5344625	0.0351903458780012	6193750	5193750	107
20211130 204703	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	704.3	345	TRUE	31	0.0274516447408544	0.526464910635375	481	418	60.9817038952187	0.937003542334458	10	0.0352865858251111	6939375	5919375	0.041843455265162	6900000	6050000	108
20211130 205826	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	893.3	342	TRUE	31	0.0280508400050038	0.845768221481238	2169	85	45.8391670405492	0.857967776211612	10	0.0382357125521997	6768875	5843875	0.0406718385177374	6675000	5775000	109
20211130 210318	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	241.2	221	TRUE	31	0.184278617761191	0.285262484748731	929	101	54.3795192372985	0.437478877376355	10	0.0374415237712669	6637500	5527500	0.0380859129823504	7011250	5961250	110
20211130 210931	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	662.6	241	TRUE	31	0.0966380769579718	0.605330267605395	1831	14	47.5497314454615	0.118683777345039	10	0.0368691053032395	6723000	5868000	0.0341358908053191	6701250	5851250	111
20211130 212541	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	1116.3	381	TRUE	32	0.022023666826116	0.867551558393629	608	53	58.6386740372865	0.149392004497869	10	0.039431598503678	6705250	6190250	0.0429983346304804	6677500	6127500	111
20211130 213124	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	692.6	268	TRUE	32	0.058752284497302	0.731398536793748	13585	12	26.9392892531492	0.768123624385763	10	0.0436469081870905	6300625	5830625	0.0411321165256542	6156250	6006250	112
20211130 213937	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	143	228	TRUE	32	0.140932406425695	0.948339254785189	109	672	75.799635715913	0.341310337709982	10	0.0386022612203225	6524125	5549125	0.0324035717573414	6660000	5960000	113
20211130 214620	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	310.8	257	TRUE	32	0.0693332948810747	0.642985609889473	774	168	56.2127145129442	0.60466337508929	10	0.0358414300419271	6846500	6051500	0.0322027231720687	6890000	6090000	114
20211130 215736	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	207.4	220	TRUE	31	0.192249292901903	0.839148807884846	112	1843	75.5829614596255	0.962103897111113	10	0.0380357008360322	6268750	5423750	0.0352991388616906	6627500	5677500	115
20211130 220618	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	734.8	333	TRUE	32	0.0299793812123779	0.896270931189088	2354	62	45.0133789741993	0.672454738063463	10	0.0360305624597257	6713250	5968250	0.0362615383327894	6583750	5933750	116
20211130 221347	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	870.7	233	TRUE	32	0.11767069672016	0.262963298679958	5935	5	35.5937505724467	0.146970745082113	10	0.0367971345601834	6203750	5688750	0.0346714870327132	6121250	5721250	117
20211130 221914	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	396.6	225	TRUE	32	0.15582923632361	0.489775761259883	992	18	53.7146891970187	0.0826019575345679	10	0.0388600169047559	6605625	5855625	0.0345375879758647	6741250	5941250	118
20211130 222922	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	602.4	306	TRUE	31	0.0375453518294264	0.875110548102763	277	184	66.5013350698166	0.237600471337035	10	0.0372599231754161	7034625	6054625	0.0333743399194932	6915000	6315000	119
20211130 223948	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	321.7	220	TRUE	32	0.194086761814416	0.158351509307651	16	5240	95.1882208892331	0.390854417748605	10	0.0379813043441875	5846875	4851875	0.0300854443356515	6056250	5506250	120
20211130 224619	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	223.8	244	TRUE	31	0.089230878661396	0.110618928817334	62	727	81.5328843519464	0.209973324623501	10	0.0377503284711238	6316375	5201375	0.0304452980509319	6552500	5552500	121
20211130 230154	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	244.1	238	TRUE	31	0.103099700026326	0.213070966208144	42	5018	85.3492282663286	0.982477505709957	10	0.0348656406651436	6467250	5252250	0.0379520139255019	6581250	5631250	122
20211130 231617	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	165.3	223	TRUE	32	0.169543570307819	0.616141324108699	42	4794	85.4382501076907	0.938441334227219	10	0.0394249035508356	6231250	5331250	0.0364958616822743	6398750	5648750	123
20211130 232152	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	404.2	220	TRUE	32	0.193244910096759	0.527269797190512	17754	9	24.0536361889727	0.66673259889185	10	0.0417698107838953	6371000	5621000	0.0447055476052991	6372500	5572500	124
20211130 233848	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	200.6	302	TRUE	32	0.0390842101539811	0.314515929428046	97	2085	76.9769455772266	0.942498614668811	10	0.037709321884964	6672500	5727500	0.0372908873323124	6630000	5730000	125
20211201 000825	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	340	377	TRUE	32	0.0224962469483912	0.785724610336078	67	1561	80.7371842722409	0.487561876225052	10	0.0342689529930624	6636375	5671375	0.0321274049525914	6601250	5701250	126
20211201 002239	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	1692	321	TRUE	31	0.0328677366429009	0.325414614915242	1586	7	48.9955353089422	0.0535592475951929	10	0.0322897575590202	6402000	5662000	0.0310813185709623	6357500	5757500	127
20211201 004555	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	150.5	273	TRUE	32	0.0543305963274464	0.739248845469928	46	2344	84.4347015538625	0.502486228463626	10	0.0393102524834091	6503375	5593375	0.0304034545956667	6408750	5608750	128
20211201 005109	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	179.2	228	TRUE	32	0.138103662320147	0.427931458569155	967	215	53.9738335655071	0.967409767005858	10	0.0370281104332471	6689250	5849250	0.0353493510080088	6920000	6220000	129
20211201 010628	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	288.2	278	TRUE	32	0.051160212187022	0.371285396866244	22	1289	92.0213170132972	0.132236321981642	10	0.0367745390943403	6507125	5527125	0.0368640840886077	6493750	5793750	130
20211201 011048	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	221.6	223	TRUE	32	0.167691473200787	0.382117288439558	3546	45	40.8580364324339	0.738049271544474	10	0.0389202714803378	6521625	5766625	0.0292904186856134	6525000	5725000	131
20211201 012242	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	210.1	307	TRUE	31	0.0372091814665264	0.488866405113856	162	904	71.9073474887572	0.682636795086574	10	0.0385729708016369	6848500	5893500	0.0370649326738805	6913750	6063750	132
20211201 012729	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	383.1	227	TRUE	31	0.14389207043787	0.331326224182174	12434	7	27.8817280399613	0.38594122712807	10	0.0400877038822358	6267250	5897250	0.03772605926707	6115000	6015000	133
20211201 014238	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	143.4	239	TRUE	32	0.102130958098969	0.729412152424082	102	1948	76.4868625337072	0.925890948841535	10	0.0366490087285448	6550875	5530875	0.0294745298887801	6497500	5597500	134
20211201 014610	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	249.9	220	TRUE	32	0.196907202161737	0.683046356509207	1363	46	50.5233541134	0.293510383219933	10	0.0398240901140653	6521625	5636625	0.0338764613826751	6690000	5690000	135
20211201 015440	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	378.8	262	TRUE	31	0.0644808502916293	0.842674037165591	733	244	56.7589139210992	0.832374767198234	10	0.0358573305549279	6879125	5899125	0.0318345007657352	6945000	6245000	136
20211201 015913	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	605.4	220	TRUE	31	0.199982444482837	0.997893337904592	22059	9	21.6608723380789	0.945296682388161	10	0.0408651552810625	6391125	5721125	0.0448980274995188	6343750	5793750	137
20211201 021046	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	294.4	287	TRUE	31	0.0456053412782401	0.663866610081191	270	518	66.7648126955703	0.65099307031652	10	0.0373084615835237	6927375	5872375	0.0398935502498054	6791250	5991250	138
20211201 023506	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	250.6	238	TRUE	31	0.104082104505096	0.401736553186178	13	16403	96.7633377103508	0.994069421237435	10	0.0383344631066255	6339125	5444125	0.038998100307131	6375000	5625000	139
